     #Energy           s           p           d       tot  
     3.58341     0.00080     0.00058     0.00000     0.00137
     3.59341     0.00104     0.00080     0.00000     0.00184
     3.60341     0.00131     0.00106     0.00000     0.00237
     3.61341     0.00159     0.00134     0.00000     0.00293
     3.62341     0.00184     0.00160     0.00000     0.00345
     3.63341     0.00206     0.00182     0.00000     0.00388
     3.64341     0.00223     0.00196     0.00000     0.00419
     3.65341     0.00235     0.00202     0.00000     0.00437
     3.66341     0.00245     0.00200     0.00000     0.00445
     3.67341     0.00253     0.00192     0.00000     0.00445
     3.68341     0.00259     0.00183     0.00000     0.00442
     3.69341     0.00263     0.00175     0.00000     0.00437
